id,words,answer
8088,"['person', u'wa', 'identified', 'hittite', 'aqhat', 'refused', 'yield', 'bow', 'anatha']",Orion (constellation)
8090,"['thickness', u'titan', 'atmosphere', u'wa', 'measured', u'titan', 'xray', 'shadow', 'rare', 'transit', 'titan', 'front', 'object']",Crab Nebula
8091,"['localized', 'region', 'body', u'ha', 'termed', 'hilly', 'lineated', 'weird', 'terrain']",Mercury (planet)
8092,"['drop', 'intensity', 'forbush', 'decrease', 'following', 'coronal', 'mass', 'ejection']",Cosmic ray
8093,"['anticipated', u'cantor', 'later', 'work', 'paradox', u'show', 'many', 'perfect', 'square', u'number', 'whole', u'number']",Galileo Galilei
8094,"['namesake', 'cliff', 'region', u'mark', 'point', 'large', 'empty', 'gap', u'begin', 'one', 'class', u'object', 'found', 'including', 'quaoar', 'varuna', 'known', 'cubewanos']",Kuiper belt
8095,"[u'ha', 'proposed', 'create', 'supercluster', 'named', 'star', 'would', 'include', u'like', 'beta', 'crateris', 'beta', 'eridani', 'beta', 'serpentis']",Sirius
8096,"['ngc', '206', 'brightest', 'area', 'object', 'whose', 'largest', 'globular', 'cluster', 'known', 'mayal', 'ii', 'globular', 'one']",Andromeda Galaxy
8098,"['recent', 'paper', 'used', 'zeldovichlike', 'nonperturbative', 'approach', 'improve', 'chaplygin', 'gas', 'model']",Dark energy
8100,"['first', 'extrasolar', 'planet', 'definitively', 'confirmed', u'wa', 'found', 'orbiting', 'one', u'object', 'alexander', 'wolszczan']",Pulsar
106413,"['antinomycin', 'd', 'potent', 'inhibitor', 'process', 'open', 'complex', 'formed', 'right', 'binding']",Transcription (genetics)
204719,"['glycogen', 'synthesis', 'diphosphate', 'derivative', 'molecule', u'serf', 'carrier', 'glucose', u'monomer']",Uracil
8115,"['occlusion', 'astronomical', 'body', 'saggitarius', 'tr180', 'suggests', 'rate', 'sublimation', 'surface', u'ha', 'doubled']",Triton (moon)
204724,"['quantity', 'represented', 'su2', 'group', 'three', 'anticommuting', 'hermitian', 'unitary', u'matrix', 'named', 'wolfgang', 'pauli']",Spin (physics)
106423,"['similarly', 'named', 'phenomenon', 'one', 'explains', u'virus', 'may', 'accumulate', u'mutation', 'help', 'bypass', 'immune', 'system']",Genetic drift
8122,"['quantity', 'appears', 'density', 'term', 'proportional', 'scale', 'factor', 'raised', 'power', 'minus', '3', u'time', 'quantity', '1', 'plus', 'wsubq', 'friedmann', 'equation']",Dark energy
8126,"['finkelstein', u'coordinate', 'world', 'line', 'freely', 'falling', 'photon', 'named', 'man']",Arthur Eddington
106431,"['one', 'variety', 'process', 'utilizes', 'rotating', 'helical', 'strip', 'teflon', 'known', 'spinning', 'band', 'variety']",Distillation
8137,"['1999', 'chandra', 'xray', 'observatory', 'captured', 'flare', 'lp', '94420', 'one', u'object']",Brown dwarf
204747,"['equation', 'named', 'scientist', u'give', 'mass', 'accumulated', 'electrode', 'electrolysis', 'known', 'namesake', 'electrolysis', 'law']",Michael Faraday
8140,"['rosetta', 'mission', 'study', 'influence', 'phenomenon', 'wirtanen', 'several', u'boundary', 'relevant', 'phenomenon', 'include', 'mystery', 'boundary', 'magnetic', 'pileup', 'boundary']",Solar wind
106445,"[u'spectrum', u'object', 'closely', 'mirrored', 'nature', 'cosmic', 'microwave', 'background', 'radiation']",Black body
116045,"['carroll', 'reaction', 'version', 'reaction', 'followed', 'decarboxylation', 'step', 'shikimate', 'pathway', 'creates', 'prephanate', 'version', 'reaction', 'catalyzed', 'chorismate', 'mutase']",Claisen rearrangement
204753,"['one', 'process', 'unstable', 'intermediate', 'formed', 'adding', 'three', u'molecule', 'compound', u'break', '3phosphoglycerate', 'process', 'sometimes', 'preceded', 'one', 'compound', 'added', 'form', 'oxaloacetate', 'malate']",Carbon dioxide
203427,"['two', u'dimension', u'quantity', 'namesake', 'group', 'universal', 'cover', 'son']",Spin (physics)
204756,"[u'bk', 'theory', u'concern', 'interaction', 'matter', u'particle', 'whose', 'polarization', 'used', 'test', 'epr', 'paradox']",Photon
106455,"['ubiquitin', 'ligase', u'mark', 'specific', u'protein', u'26', 'proteasome', u'break', 'known', 'promoting', 'complex', u'plant', 'step', 'immediately', 'following', u'feature', u'vesicle', 'moving', 'along', 'phragmoplast']",Anaphase
8152,"['lineofsight', 'integral', 'electron', 'column', 'density', 'one', u'object', 'dispersion', 'measure', 'socalled', 'timing', u'experiment', 'done', u'object', 'employed', 'detect', 'gravitational', 'wave', 'background']",Pulsar
8154,"['research', 'papathinasiou', 'wasserburg', '1970s', 'demonstrated', 'snc', u'meteorite', 'originated', 'body']",Mars
106460,"['discovery', u'newton', u'kepler', u'law', 'proved', 'existence', 'turned', 'planet', 'near', 'south', 'pole', 'green', 'belt']",Neptune
8157,"['hormone', 'promotes', 'breakdown', 'protein', 'metabolism', 'fat', 'body']",Glucagon
106462,"['one', 'dimension', u'object', u'sum', 'arbitrary', u'function', 'x', 'minus', 'v', 'x', 'plus', 'v', 'general', 'solution', 'namesake', 'equation', u'give', 'proportionality', 'second', 'space', 'derivative', 'second', 'time', 'derivative']",Wave
8159,"['haploid', 'gametophyte', 'stage', 'dominant', 'generation', 'alternation', 'feature', 'distinguishes', 'division', u'plant', 'red', 'brown', 'algae']",Gametophyte
8161,"['1989', 'causitive', 'gene', u'wa', 'identified', u'team', u'researcher', 'michigan', 'toronto', 'promising', 'reliable', 'diagnosis']",Cystic fibrosis
8162,"[u'wa', 'developed', 'last', 'century', 'drain', 'excess', 'fluid', u'wa', 'used', '1930s', 'detect', 'blood', 'disease', 'erythroblastis', 'fetalis']",Amniocentesis
106468,"['argued', 'matter', u'wa', 'made', u'corpuscle', 'made', 'primary', u'particle', 'compared', 'lower', u'layer', 'atmosphere', u'sponge', u'spring', 'spring', 'air']",Robert Boyle
8165,"['though', u'ha', 'two', 'sensory', u'ganglion', 'sensory', 'function', 'tiny', 'area', 'around', 'opening', 'external', 'ear']",Vagus nerve
8166,"['life', 'span', 'four', u'month', 'time', 'destroyed', 'spleen', 'liver']",Erythrocyte
8169,"['animal', 'characterized', 'peglike', 'teeth', 'without', u'root', 'enamel']",Armadillo
8172,"['highly', 'unlikely', 'one', 'would', 'find', 'amino', 'acid', 'either', 'alpha', 'helix', 'beta', 'sheet', 'rather', 'often', 'found', 'beta', 'turn']",Proline
106478,"['won', 'award', 'theoretical', 'analysis', 'use', 'water', 'jet', u'vibration', 'determining', 'surface', 'tension', 'idea', 'new', 'theory', 'explain', u'phenomenon', 'clarified', 'preceding', 'theory', u'wa', 'known', 'correspondence', 'principle']",Niels Bohr
8175,"['even', 'though', 'phylum', 'develops', 'protostome', 'still', u'show', 'radial', 'cleavage', 'coelom', 'development', 'follows', 'pattern', 'seen', 'deuterostomes']",Bryozoa
8176,"['first', 'proposed', 'french', u'microbiologist', 'francois', 'jacob', 'jacques', 'monod', 'early', '1960s', u'object', 'generally', 'consist', 'group', 'structural', u'gene', 'metabolic', 'pathway', 'located', 'contiguously', 'stretch', 'dna', 'controlled', 'promoter']",Operon
8178,"['use', u'wa', 'noted', u'european', 'early', '16th', 'century']",Peyote
8179,"['found', 'number', u'plant', 'function', 'unknown']",Hemoglobin
8180,"['proper', 'function', 'organ', 'often', 'checked', 'via', 'use', 'toxic', u'substance', 'hippuric', 'acid', 'bromsulphalein', 'brom', 'sull', 'fay', 'leen']",Liver
8181,"['first', 'inborn', 'error', 'metabolism', 'characterized', u'human', 'disease', 'diagnosed', 'guthrie', 'test']",Phenylketonuria
106486,"['iosif', 'shklovsky', 'suggested', u'wa', 'hollow', 'artificial', 'seen', 'likely', 'source', 'kaidun', 'meteorite']",Phobos (moon)
203433,"['applying', 'hadamard', 'gate', 'followed', 'cnot', 'gate', u'cause', 'control', 'target', u'bit', 'property']",Quantum entanglement
8184,"['energy', 'limitation', 'probably', 'important', 'determinate', u'factor', 'food', 'availability', 'shelter', 'amount', 'competition', 'also', 'influence']",Carrying capacity
8187,"['large', 'coarse', 'unpleasantsmelling', 'plant', u'part', 'poisonous']",Conium maculatum
8189,"['limited', 'proteolysis', 'phosphorylation', 'isoprenylation', 'occur']",Golgi apparatus
106494,"['reacted', 'sodium', 'chloride', 'carbon', 'dioxide', 'solvay', 'process', 'first', 'maser', 'used', 'beam', u'particle', 'compound']",Ammonia
204799,"['zligands', 'accept', 'many', u'electron', 'metal', u'center', 'donating', 'zero', 'naphthalene', 'consists', 'many', 'fused', 'benzene', u'ring']",2 (number)
8193,"['mixture', 'nitric', u'ester', 'compound', 'main', 'ingredient', 'gunpowder']",Cellulose
8197,"['stage', 'polar', u'microtubule', 'grow', 'longer', 'push', 'spindle', u'pole', 'apart']",Anaphase
8198,"['commonlyused', u'type', 'include', 'puc18', 'pbluescript', 'often', 'contain', 'artificiallyinserted', 'cloning', u'site', 'antibiotic', 'resistance', u'gene']",Plasmid
8199,"['1921', 'functional', 'significance', u'wa', 'determined']",Acetylcholine
8200,"['characterized', 'accelerated', 'proliferation', 'keratinocytes', 'may', 'trigger', 'associated', 'form', 'arthritis']",Psoriasis
8201,"['inactive', 'heterotrimeric', u'protein', 'associated', 'transmembrane', u'receptor']",G protein
8205,"['one', 'phosphorylated', u'derivative', u'act', 'coenzyme', 'synthesis', 'sucrose', 'lactose', 'glycogen', 'chitin', 'often', 'donates', 'phosphate', u'group', 'adp']",Uracil
8206,"['molecule', 'diffuses', u'cell', u'trigger', 'synthesis', 'cyclic', 'gmp']",Nitric oxide
8207,"['double', u'strand', 'dna', 'denatured', 'single', u'strand', u'primer', 'added', '3', 'three', 'prime', u'end']",Polymerase chain reaction
8208,"['never', 'undergoes', 'recombination', 'expression', u'gene', 'linked', u'give', 'rise', 'sertoli', 'follicle', u'cell']",Y chromosome
8209,"['cranial', 'volume', 'averaged', 'one', 'thousand', 'cubic', u'centimeter']",Homo erectus
8211,"['found', 'ventral', 'side', 'abdomen', 'number', 'one', 'four', u'pair', 'house', 'minute', u'tube', 'open', 'onto', 'spigot', u'structure']",Spinneret (spider)
8212,"['belgian', 'biochemist', 'christian', 'de', 'duve', 'identified', '1955', 'aid', 'electron', 'microscope']",Lysosome
8213,"['disorder', 'usually', 'occurs', 'due', 'abnormally', 'low', 'activity', 'enzyme', 'hexosaminidase', 'allowing', 'sphingolipid', 'ganglioside', 'accumulate', 'brain']",Tay-Sachs disease
8215,"['proximal', 'end', 'rounded', 'articulation', 'acetabulum', 'distally', 'expands', 'two', u'condyle', 'lie', 'medial', 'lateral', u'meniscus']",Femur
8216,"['herbaceous', u'dicot', 'like', 'alfalfa', 'outer', 'side', 'cambium', u'produce', 'secondary', 'form', 'tissue']",Phloem
204825,"['galois', 'theory', 'applied', 'symmetric', 'type', u'expression', 'also', 'appear', 'vietas', u'formula']",Polynomial
8219,"[u'wa', 'confined', 'india', 'almost', 'two', 'thousand', u'year', u'wa', 'described', 'hindu', u'physician', '400', 'bc']",Cholera
8221,"[u'cytokine', 'first', 'recognized', '1957', 'alick', u'isaac', 'jean', 'lindenmann']",Interferon
8222,"['preceded', 'ball', 'epithelial', u'cell', u'human', u'cell', 'migrate', 'along', 'primitive', 'streak', 'produce', 'archenteron', 'primitive', 'gut', 'cavity']",Gastrulation
8224,"['bacteria', 'circular', u'genome', 'dont', 'need']",Telomere
8225,"['1691', 'reluctantly', 'became', 'papal', 'personal', 'physician']",Marcello Malpighi
8227,"['composed', 'central', 'ribose', 'group', 'purine', 'trailing', 'chain', 'three', 'ion', u'group']",Adenosine triphosphate
8228,"['outer', 'membrane', 'dotted', 'protein', 'porin', 'ubiquinone', 'cytochrome', 'oxidase', 'complex', 'line', 'folded', 'inner', 'membrane']",Mitochondrion
204837,"['landau', 'quantization', 'two', 'dimensional', u'system', 'explain', u'effect', 'due', 'entity', u'produce', 'toroidal', 'shape', u'tokamak', 'also', 'equal', 'curl', 'vector', 'potential']",Magnetic field
8230,"['typical', 'one', 'tunica', 'intima', 'tunica', u'medium', 'ruptured', 'leaving', 'tunica', 'adventitia', 'containment']",Aneurysm
8231,"['manager', 'french', 'sugar', 'beet', 'processing', 'factory', 'discovered', 'first', 'one', '1833', u'wa', 'able', 'separate', 'malt', 'extract']",Enzyme
8233,"['name', 'given', 'corpuscle', 'includes', 'glomerulus', u'bowman', 'capsule', 'nephron']",Marcello Malpighi
8234,"['event', 'became', 'famous', 'took', 'place', 'groote', 'schuur', 'hospital', 'december', '1967']",Christiaan Barnard
8237,"['bacteriophage', u'come', 'contact', 'cell', u'insert', 'viral', 'dna']",Lytic cycle
8238,"['process', 'main', 'polymer', u'take', u'form', '3phosphoglycerate', '13bisphosphoglycerate', 'g3p', 'ribulose', 'bisphosphate']",Light-independent reactions#Calvin Cycle
8239,"['orphaned', 'turned', 'five', u'sibling', 'sent', 'st', u'george', 'hospital', 'trained', 'john', 'hunter', 'returning', 'age', '23', 'gloucestershire']",Edward Jenner
8240,"[u'human', u'increase', 'weight', 'first', 'two', u'year', 'life', 'puberty', 'grows', 'slowly', 'weight', '15', u'ounce']",Thymus
8241,"['scientist', 'contributed', u'study', 'explaining', 'absorption', u'property', u'coal', 'member', 'british', 'coal', 'utilization', 'research', 'association', 'working', 'jacques', 'mering', 'researched', 'structural', u'change', 'caused', 'formation', 'graphite', 'heated', u'carbon']",Rosalind Franklin
204850,"['one', 'element', 'group', 'participates', 'auwers', 'synthesis', 'interacting', 'pi', u'electron', 'alkene', 'part', 'addition', 'reaction', u'element', 'bond', 'form', 'inter', 'variety']",Halogen
8243,"['originally', 'organism', u'wa', 'grouped', u'virus', 'class', 'microtatobiotes', 'considered', 'member', 'phylum', 'omnibacteria']",Rickettsia
8245,"['first', 'major', 'contribution', 'biology', 'came', '1876', 'epidemic', 'struck', 'silesia']",Robert Koch
106551,"['idanoddacktacke', 'walter', 'noddack', 'otto', 'berg', 'erroneously', 'claimed', 'isolated', 'calling', 'masurium', u'mendeleev', 'periodic', 'table', u'wa', 'given', 'moniker', 'ekamanganese']",Technetium
8248,"['brain', 'class', u'animal', 'unusual', 'cerebellum', 'reduced', 'mere', 'band']",Amphibian
8249,"['hormone', 'secreted', 'posterior', 'pituitary', 'gland', 'deficiency', u'lead', 'diabetes', 'insipidus']",Vasopressin
8250,"['liphistius', 'family', u'ha', 'maximum', 'four', u'pair', 'adult', u'member', 'palpimanidae', 'one', 'pair']",Spinneret (spider)
106556,"['protosteles', 'center', 'stem', u'angiosperm', u'ray', u'fiber', 'axial', 'parenchyma', u'cell', 'make', 'one', 'form']",Xylem
8254,"['transition', 'zone', 'may', 'develop', 'benign', 'hyperplasia', 'anterior', 'fibromuscular', 'stroma', 'anchoring', 'point', 'urethral', 'sphincter']",Prostate
8255,"['midpoint', 'constriction', 'called', 'isthmus']",Uterus
8256,"['catecholamine', 'selectively', 'metabolized', 'monoamine', 'oxidase', 'moab', 'seratonin', 'norepinephrine', 'although', 'metabolic', 'precursor', 'latter']",Dopamine
8258,"['consists', 'conical', 'central', 'axis', 'modiolus', 'canal', 'wound', 'spirally', 'around', 'modiolus', '2', '34', u'turn', 'ending', 'opening', 'called', 'cupola']",Cochlea
8259,"['best', 'studied', 'multipotent', 'adult', 'form', 'found', 'bone', 'marrow']",Stem cell
8261,"['duct', 'wirsung', 'found', 'organ', 'secretes', u'zymogen', 'transform', 'majority', 'digestive', u'enzyme']",Pancreas
8262,"['good', 'example', 'alphahelix', 'protein', 'fibrous', 'structural', 'protein', 'arranged', 'parallel', u'sheet', 'held', 'together', 'hydrogen', 'bonding']",Keratin
8263,"['twodimensional', 'model', 'structure', u'wa', 'proposed', 'robert', 'holley']",Transfer RNA
8264,"['first', 'proposed', 'french', u'microbiologist', 'francois', 'jacob', 'jacques', 'monod', 'early', '1960s', u'object', 'generally', 'consist', 'group', 'structural', u'gene', 'metabolic', 'pathway', 'located', 'contiguously', 'stretch', 'dna', 'controlled', 'promoter']",Operon
8265,"['male', u'work', 'testosterone', 'affect', 'maturation', u'spermatozoon', 'female', 'cyclical', 'production', 'hormone', 'essential', 'ovulation']",Follicle-stimulating hormone
204874,"['effectiveness', u'cell', u'product', 'lowered', 'hoskins', 'effect']",B cell
8267,"[u'keep', 'body', 'homeostasis', 'neural', u'signal', 'autonomic', 'nervous', 'system', 'endocrine', u'signal', 'sent', 'conjunction', 'pituitary']",Hypothalamus
8269,"['composed', 'stack', 'five', 'eight', 'diskshaped', 'membraned', u'vesicle', 'structurally', 'polarized', u'ci', 'face', 'near', 'transitional', 'region', 'rer', 'trans', 'face', 'near', 'plasma', 'membrane']",Golgi apparatus
8270,"['unborn', 'child', u'function', 'primarily', 'produce', 'red', 'blood', u'cell', 'function', 'normally', u'cease', 'birth', 'may', 'resumed', 'later', u'disease', 'slow', 'function', 'bone', 'marrow']",Spleen
8271,"[u'ascomycete', 'member', 'provides', 'shade', u'form', u'structure', 'including', u'haustorium', 'appressoria', 'penetrate', 'photosynthetic', u'cell']",Lichen
